id	syndrome	syndrome_id	livre	chapitre	organe_llm	attribution	signe	verbatim	cand1	cand2	cand3	choix
1720	FAMILLE Holoprosencéphalies	FAM:0011	perineuro	s5_genetic_syndromes	subcortical white matter	direct	nests of heterotopic neurons in the subcortical white matter	nests of heterotopic neurons in the subcortical white matter, focal disorganization of the cerebellar cortex	FOETO:PF.CER-MET-059 | Hétérotopie sous-corticale | cerveau | 0.9	FOETO:PF.CER-MAL-212 | Neurones hétérotopiques dans la substance blanche | cerveau | 0.9	FOETO:PF.CER-MAL-163 | Hétérotopie de la substance blanche (neurones isolés) | cerveau | 0.72	FOETO:PF.CER-MAL-212
1721	FAMILLE Holoprosencéphalies	FAM:0011	perineuro	s5_genetic_syndromes	cerebellar cortex	direct	focal disorganization of the cerebellar cortex	nests of heterotopic neurons in the subcortical white matter, focal disorganization of the cerebellar cortex	FOETO:PF.CER-MAL-098 | Désorganisation du cortex cérébelleux | cerveau | 0.9	FOETO:PF.CER-MAL-099 | Désorganisation focale du cortex cérébelleux | cerveau | 0.9	FOETO:PF.CER-MET-059 | Hétérotopie sous-corticale | cerveau | 0.7	FOETO:PF.CER-MAL-099
1722	FAMILLE Holoprosencéphalies	FAM:0011	perineuro	s5_genetic_syndromes	cochlear nucleus	direct	massive nests of germinal cells in the cochlear nucleus	Massive nests of germinal cells were also found in the cochlear nucleus [5, 11].				NOUVEAU
1723	FAMILLE Holoprosencéphalies	FAM:0011	perineuro	s5_genetic_syndromes	retina	direct	retinal dysplasia	Eye pathology includes poorly developed optic nerves, misshaped lens, retinal dysplasia, and partial detachment	FOETO:PF.ORL-MAL-014 | Décollement de rétine | oeil_oreille | 0.7	FOETO:PF.ORL-MAL-026 | Pli rétinien falciforme congénital | oeil_oreille | 0.5	FOETO:PF.ORL-MAL-017 | Gliose rétinienne | oeil_oreille | 0.5	FOETO:PF.CER-MAL-083
1724	FAMILLE Holoprosencéphalies	FAM:0011	perineuro	s5_genetic_syndromes	retina	direct	retinal rosettes	retinal dysplasia, and partial detachment, retinal rosettes, poorly defined canal of Schlemm	FOETO:PF.ORL-MAL-014 | Décollement de rétine | oeil_oreille | 0.7			NOUVEAU
1702	FAMILLE Holoprosencéphalies	FAM:0011	soffoet	ch23_syndromes	cerveau	direct	une seule cavité ventriculaire avec fusion des noyaux gris centraux	une seule cavité ventriculaire avec fusion des noyaux gris centraux	FOETO:PF.CER-MAL-121 | Fusion des noyaux gris centraux | cerveau | 1.0	FOETO:PF.MUL-MET-194 | Lésions des noyaux gris centraux | multi_organe | 0.68	FOETO:PF.MUL-MET-112 | Dépôt de fer dans les noyaux gris centraux | multi_organe | 0.68	FOETO:PF.CER-MAL-121
1703	FAMILLE Holoprosencéphalies	FAM:0011	verdijk	ch04_syndromic_anomalies	brain	direct	Periventricular nodular heterotopia	Brain slice showing the “fused” frontal lobes and periventricular nodular heterotopia.	FOETO:PF.CER-MAL-171 | Hétérotopie nodulaire périventriculaire | cerveau | 1.0	FOETO:PF.CER-MET-058 | Hétérotopie périventriculaire | cerveau | 0.9	FOETO:PF.CER-MAL-167 | Hétérotopie neuronale nodulaire périventriculaire | cerveau | 0.68	FOETO:PF.CER-MAL-171
1704	FAMILLE Holoprosencéphalies	FAM:0011	verdijk	ch04_syndromic_anomalies	brain	direct	Periventricular nodular heterotopia	Periventricular nodular heterotopia (H&E stain, 25×).	FOETO:PF.CER-MAL-171 | Hétérotopie nodulaire périventriculaire | cerveau | 1.0	FOETO:PF.CER-MET-058 | Hétérotopie périventriculaire | cerveau | 0.9	FOETO:PF.CER-MAL-167 | Hétérotopie neuronale nodulaire périventriculaire | cerveau | 0.68	FOETO:PF.CER-MAL-171
1705	FAMILLE Holoprosencéphalies	FAM:0011	verdijk	ch04_syndromic_anomalies	eye	direct	Cataract showing Wedl cells/bladder cells	Cataract showing Wedl cells/bladder cells (H&E stain, 200×)	FOETO:PF.MUL-MET-004 | Accumulation de galactitol dans le cristallin | multi_organe | 0.5	FOETO:PF.ORL-MAL-005 | Cataracte congénitale | oeil_oreille | 0.5		FOETO:PF.ORL-MAL-005
1613	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	direct	placental pallor	The striking features of the placenta in erythroblastosis fetalis are its pallor, uniform enlargement, presence of bone marrow elements in the fetal circulation, and villous “immaturity”	FOETO:PP.PLA-VAS-031 | Pâleur villositaire diffuse | placenta | 0.7	FOETO:PF.MUL-RET-034 | Érythroblastose fœtale | multi_organe | 0.7	FOETO:PF.MUL-RET-032 | Érythroblastes dans les capillaires villositaires placentaires | multi_organe | 0.52	FOETO:PP.PLA-VAS-031
1614	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	direct	uniform enlargement	The striking features of the placenta in erythroblastosis fetalis are its pallor, uniform enlargement, presence of bone marrow elements in the fetal circulation, and villous “immaturity”	FOETO:PP.PLA-VAS-031 | Pâleur villositaire diffuse | placenta | 0.7	FOETO:PF.MUL-RET-034 | Érythroblastose fœtale | multi_organe | 0.7	FOETO:PF.MUL-RET-032 | Érythroblastes dans les capillaires villositaires placentaires | multi_organe | 0.52	FOETO:PP.PLA-MET-021
1615	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	direct	presence of bone marrow elements in the fetal circulation	The striking features of the placenta in erythroblastosis fetalis are its pallor, uniform enlargement, presence of bone marrow elements in the fetal circulation, and villous “immaturity”	FOETO:PP.PLA-VAS-031 | Pâleur villositaire diffuse | placenta | 0.7	FOETO:PF.MUL-RET-034 | Érythroblastose fœtale | multi_organe | 0.7	FOETO:PP.SAN-NOR-000 | Sang circulant normal | placenta | 0.6	FOETO:PF.MUL-RET-034
1616	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	direct	villous immaturity	The striking features of the placenta in erythroblastosis fetalis are its pallor, uniform enlargement, presence of bone marrow elements in the fetal circulation, and villous “immaturity”	FOETO:PP.PLA-VAS-031 | Pâleur villositaire diffuse | placenta | 0.7	FOETO:PF.MUL-RET-034 | Érythroblastose fœtale | multi_organe | 0.7	FOETO:PP.PLA-NOR-087 | Immaturité villositaire distale | placenta | 0.6	FOETO:PP.PLA-NOR-087
1617	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	contexte	increased villus count	creased villus count. They also emphasized the occurrence of fetal capillary proliferative lesions.	FOETO:PP.PLA-NOR-028 | Capillaires fœtaux villeux | placenta | 0.47	FOETO:PF.MUL-MET-242 | Prolifération capillaire cérébrale | multi_organe | 0.47		NON
1618	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	contexte	fetal capillary proliferative lesions	creased villus count. They also emphasized the occurrence of fetal capillary proliferative lesions.	FOETO:PP.PLA-NOR-028 | Capillaires fœtaux villeux | placenta | 0.6	FOETO:PF.MUL-MET-242 | Prolifération capillaire cérébrale | multi_organe | 0.6		NOUVEAU
1619	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	contexte	increase in villous volume	James [138] described an increase in villous volume, as well as total villous surface area in severe cases, not detectable in cases where intrauterine transfusion had raised the fetal cord hemoglobin over 9 g/dL.	FOETO:PP.PLA-NOR-018 | Augmentation de la surface villositaire totale | placenta | 0.6	FOETO:PP.PLA-NOR-028 | Capillaires fœtaux villeux | placenta | 0.47		NON
1620	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	contexte	increase in total villous surface area	James [138] described an increase in villous volume, as well as total villous surface area in severe cases, not detectable in cases where intrauterine transfusion had raised the fetal cord hemoglobin over 9 g/dL.	FOETO:PP.PLA-NOR-018 | Augmentation de la surface villositaire totale | placenta | 0.6	FOETO:PP.PLA-NOR-028 | Capillaires fœtaux villeux | placenta | 0.47		NON
1621	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	direct	maturational changes of villi	They found that these related to the severity of the hemolytic disease, i.e., the degree of anemia, and emphasized the occurrence of “maturational changes of villi.”				NON
1622	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	contexte	enlarged, hypovascular villi with immature hematopoietic elements	Kamat et al. [145] confirmed also that hydropic placentas are composed of enlarged, hypovascular villi with immature hematopoietic elements.	FOETO:PP.PLA-NOR-199 | Villosités intermédiaires immatures | placenta | 0.6	FOETO:PP.PLA-NOR-209 | Villosités élargies à aspect en patte | placenta | 0.6	FOETO:PP.PAR-TUM-001 | Placentomégalie avec villosités hydriques | parenchyme | 0.47	NOUVEAU
1623	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch23_erythroblastosis_hydrops	placenta	direct	intervillous thrombi	Busch and Vogel [41] reported about one third of their cases of HDFN had intervillous thrombi.				NOUVEAU
1624	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch24_fetal_storage	tissues	direct	inclusions or vacuoles in the tissues	Many of the so-called inborn errors of metabolism, the storage diseases, produce inclusions or vacuoles in the tissues of affected individuals.				NON
1625	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch24_fetal_storage	placenta	direct	placenta is often similarly involved	The placenta is often similarly involved, and chorionic villus biopsy (CVS) is now more often employed to make the diagnosis prenatally				NON
1626	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch24_fetal_storage	placenta	direct	lysosomal inclusions	as many of the lysosomal inclusions are highly water and lipid-solvent soluble.				NOUVEAU
1627	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch24_fetal_storage	placenta	direct	placenta may be enlarged and hydropic	The placenta may also be enlarged and hydropic. Thus, when hydrops fetalis or hydropic placenta is diagnosed and possi-	FOETO:PP.PLA-MET-021 | Placentomégalie avec aspect pâle | placenta | 0.6			FOETO:PP.PLA-MET-021
1628	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch24_fetal_storage	placenta	direct	vacuolations or inclusions	though the placenta may be hydropic in many of these inborn errors, vacuolations or inclusions are not always apparent, and further testing may not be considered leading to missed diagnoses.	FOETO:PP.PLA-INF-016 | Inclusions cytomégalovirus placentaires (cellules en œil de hibou) | placenta | 0.7			NON
1629	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch25_infectious_diseases	fetal organs	direct	lightly staining, eosinophilic intranuclear inclusion bodies in circulating normoblasts and in their precursors in fetal organs	presence of lightly staining, eosinophilic intranuclear inclusion bodies in circulating normoblasts and in their precursors in fetal organs	FOETO:PF.MUL-INF-010 | Inclusions intranucléaires en œil de hibou | multi_organe | 0.9	FOETO:PF.CER-CLA-088 | Inclusions intranucléaires à CMV (inclusions en œil de chouette) | cerveau | 0.9	FOETO:PP.SAN-NOR-000 | Sang circulant normal | placenta | 0.6	NOUVEAU
1630	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch25_infectious_diseases	placenta	direct	villous necrosis and calcification	placenta that showed villous necrosis and calcification	FOETO:PP.PAR-MET-004 | Calcifications | parenchyme | 0.7	FOETO:PP.PLA-NOR-025 | Calcifications placentaires | placenta | 0.6	FOETO:PP.PAR-RET-001 | Autolyse villositaire placentaire | parenchyme | 0.47	FOETO:PP.PLA-NOR-025
1631	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch25_infectious_diseases	placenta	direct	smudged amphophilic, intranuclear inclusion bodies in normoblast nuclei	Many normoblast nuclei have smudged amphophilic, intranuclear inclusion bodies	FOETO:PF.MUL-INF-010 | Inclusions intranucléaires en œil de hibou | multi_organe | 0.9			NOUVEAU
1632	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch25_infectious_diseases	placenta	direct	fetal capillaries filled with normoblasts	the fetal capillaries filled with normoblasts	FOETO:PP.PLA-NOR-028 | Capillaires fœtaux villeux | placenta | 0.6			FOETO:PP.PLA-NOR-218
1633	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch25_infectious_diseases	placenta	direct	villous edema	The villi were edematous	FOETO:PP.PAR-RET-007 | Œdème villositaire | parenchyme | 1.0			FOETO:PP.PAR-RET-007
1634	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch25_infectious_diseases	liver	direct	intense hepatic iron deposits	intense hepatic iron deposits in these hydropic infants	FOETO:PF.MUL-MET-276 | Surcharge hépatique en fer | multi_organe | 0.6			FOETO:PF.MUL-MET-276
1635	FAMILLE Hydrops fetalis non immun	FAM:0006	benirschke	ch25_infectious_diseases	heart	direct	myocarditis	infected fetus with myocarditis and ocular anomalies	FOETO:PF.COE-INF-002 | Inclusions intranucléaires dans les précurseurs érythroïdes myocardiques | coeur | 0.5	FOETO:PF.COE-NOR-008 | Cellules d'Anitschkow (noyaux en raquette/hibou) | coeur | 0.5	FOETO:PF.COE-CLA-001 | Dépôt de fibrine et infiltrat neutrophilique au site de perforation myocardique | coeur | 0.5	NOUVEAU
1598	FAMILLE Hydrops fetalis non immun	FAM:0006	keeling	ch04_placenta	placenta	direct	hydropic placenta	With non-immune hydrops, the placenta is usually hydropic and, histologically, resembles that seen in immune hydrops				NOUVEAU
1599	FAMILLE Hydrops fetalis non immun	FAM:0006	keeling	ch04_placenta	placenta	contexte	villous immaturity	There is usually villous immaturity and the stroma may be edematous.	FOETO:PP.PLA-NOR-171 | Stroma villeux | placenta | 0.6	FOETO:PP.PLA-NOR-087 | Immaturité villositaire distale | placenta | 0.6	FOETO:PP.PLA-INF-035 | Stroma villositaire œdémateux avec augmentation des cellules de Hofbauer | placenta | 0.52	FOETO:PP.PLA-NOR-087
1600	FAMILLE Hydrops fetalis non immun	FAM:0006	keeling	ch04_placenta	placenta	contexte	edematous stroma	There is usually villous immaturity and the stroma may be edematous.	FOETO:PP.PLA-NOR-171 | Stroma villeux | placenta | 0.6	FOETO:PP.PLA-INF-035 | Stroma villositaire œdémateux avec augmentation des cellules de Hofbauer | placenta | 0.52	FOETO:PP.PLA-NOR-170 | Stroma réticulaire villositaire | placenta | 0.47	FOETO:PP.PLA-INF-035
1601	FAMILLE Hydrops fetalis non immun	FAM:0006	keeling	ch04_placenta	placenta	contexte	aggregated nucleated red blood cells in fetal vessels	Nucleated red blood cells are aggregated in the fetal vessels cursorily resembling extramedullary hematopoiesis.	FOETO:PP.PLA-NOR-086 | Hématies nucléées dans les vaisseaux villositaires | placenta | 0.6	FOETO:PP.PLA-NOR-218 | Érythroblastes dans les vaisseaux fœtaux villositaires | placenta | 0.6	FOETO:PP.SAN-NOR-000 | Sang circulant normal | placenta | 0.6	FOETO:PP.PLA-NOR-218
1607	FAMILLE Hydrops fetalis non immun	FAM:0006	keeling	ch26_endocrine	adrenal	direct	clear, vacuolated FZ cells containing much stainable lipid	the FZ cells are clear, vacuolated (Fig. 26.11) and contain much stainable lipid on frozen section				NOUVEAU
1608	FAMILLE Hydrops fetalis non immun	FAM:0006	keeling	ch26_endocrine	adrenal	direct	microscopic foci of calcification	Sometimes, these adrenals show microscopic foci of calcification	FOETO:PF.END-MAL-003 | Calcifications surrénaliennes | endocrine | 0.7	FOETO:PF.MUL-MET-046 | Calcification des glandes surrénales | multi_organe | 0.47		FOETO:PF.END-MAL-003
1791	FAMILLE Ichtyoses congénitales	FAM:0018	keeling	ch33_skin	palms and soles	direct	hyperkeratosis and acanthosis of the palms and soles	hyperkeratosis and acanthosis of the palms and soles [86]	FOETO:PF.PEA-MAL-060 | Parakératose compacte | peau | 0.5	FOETO:PF.PEA-MAL-038 | Hyperkératose épidermique avec parakératose focale et acanthose | peau | 0.5	FOETO:PF.PEA-MAL-041 | Hyperplasie épidermique monstrueuse (fœtus arlequin) | peau | 0.5	NOUVEAU
1792	FAMILLE Ichtyoses congénitales	FAM:0018	keeling	ch33_skin	hair follicles	direct	marked reduction in the numbers of hair follicles	There is a marked reduction in the numbers of hair follicles with abnormalities of existing hair bulbs				FOETO:PF.PEA-MAL-061
1793	FAMILLE Ichtyoses congénitales	FAM:0018	keeling	ch33_skin	hair bulbs	direct	abnormalities of existing hair bulbs	There is a marked reduction in the numbers of hair follicles with abnormalities of existing hair bulbs				NON
1794	FAMILLE Ichtyoses congénitales	FAM:0018	soffoet	ch12_peau	epidermis	direct	Grains de kératohyaline d'aspect spongiforme	la différenciation épidermique terminale n’apparaît pas terminée avec des grains de kératohyaline d’aspect spongiforme				NOUVEAU
1795	FAMILLE Ichtyoses congénitales	FAM:0018	soffoet	ch12_peau	epidermis	direct	Kératinosomes ne déchargeant pas leur contenu	des kératinosomes présentant rarement leur striation périodique caractéristique et ne déchargeant pas leur contenu à l’interface couche granuleuse/couche cornée	FOETO:PF.PEA-MAL-001 | Absence de couche granuleuse | peau | 0.7			FOETO:PF.PEA-MAL-014
1796	FAMILLE Ichtyoses congénitales	FAM:0018	soffoet	ch12_peau	epidermis	direct	Agrégats de tonofilaments et grains de kératohyaline anormalement petits et arrondis	La ME quand elle est pratiquée, montre les agrégats de tonofilaments et des grains de kératohyaline anormalement petits et arrondis				FOETO:PF.PEA-MAL-009
1788	FAMILLE Laminopathies	FAM:0017	perineuro	s7_neuromuscular	muscle	direct	severely dystrophic muscle	Muscle biopsies from these patients are severely dystrophic and often mimic inflammatory myopathy				NON
1789	FAMILLE Laminopathies	FAM:0017	perineuro	s7_neuromuscular	muscle	direct	inflammatory myopathy mimic	Muscle biopsies from these patients are severely dystrophic and often mimic inflammatory myopathy	FOETO:PF.MUS-RET-030 | Inclusions polyglucosaniques sarcoplasmiques (PAS+ diastase-résistantes) | muscle | 0.5	FOETO:PF.MUL-MET-096 | Déficit d'un complexe de la chaîne respiratoire mitochondriale dans le muscle | multi_organe | 0.5	FOETO:PF.MUS-RET-017 | Déficit en α-dystroglycane en immunohistochimie | muscle | 0.5	NON
1790	FAMILLE Laminopathies	FAM:0017	perineuro	s7_neuromuscular	muscle	direct	prominent lymphocytic infiltrates	Prominent lymphocytic infiltrates are unusual except in laminopathies				NOUVEAU
1561	FAMILLE Mucopolysaccharidoses	FAM:0002	ashworth	ch10_metabolic_storage	valve leaflets	direct	large numbers of clear cells	Histologically the valve leaﬂets show large numbers of clear cells				NOUVEAU
1562	FAMILLE Mucopolysaccharidoses	FAM:0002	ashworth	ch10_metabolic_storage	aortic and mitral valves	direct	Alcian blue-positive cells	Histology shows Alcian blue-positive cells in the connective tissue of the aortic and mitral valves				NOUVEAU
1563	FAMILLE Mucopolysaccharidoses	FAM:0002	ashworth	ch10_metabolic_storage	cells	direct	laminated inclusions within the cells	Electron microscopy shows laminated inclusions within the cells	FOETO:PF.MUL-MET-169 | Inclusions des cellules de Paneth à l'ultrastructure | multi_organe | 0.52			NOUVEAU
1564	FAMILLE Mucopolysaccharidoses	FAM:0002	ashworth	ch10_metabolic_storage	valve fibrosa	direct	positive macrophages in the valve ﬁbrosa	Alcian blue staining shows positive macrophages in the valve ﬁbrosa				NON
1565	FAMILLE Mucopolysaccharidoses	FAM:0002	ashworth	ch10_metabolic_storage	coronary arteries	direct	intimal proliferation containing glycosaminoglycans	There is intimal proliferation containing glycosaminoglycans				NOUVEAU
1566	FAMILLE Mucopolysaccharidoses	FAM:0002	ashworth	ch10_metabolic_storage	coronary arteries	direct	fibrous tissue that contains vacuolated cells consistent with mucopolysaccharidosis	The thickening is caused by ﬁbrous tissue that contains vacuolated cells consistent with mucopolysaccharidosis				NOUVEAU
1572	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch28_carbohydrate_metabolism	nervous tissue	direct	Lysosomes are vacuolated rather than compact	Lysosomes are vacuolated rather than compact, as seen in sphingolipidoses or neuronal ceroid lipofuscinoses.	FOETO:PF.CER-MET-110 | Vacuolisation lysosomale neuronale | cerveau | 0.47			NON
1573	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch28_carbohydrate_metabolism	nervous tissue	direct	Lysosomal vacuolar contents, glycosaminoglycans	Lysosomal vacuolar contents, glycosaminoglycans, may be similar, but not biochemically identical.				NON
1574	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch28_carbohydrate_metabolism	nervous system	direct	Lysosomal storage is near-ubiquitous	Lysosomal storage, albeit not complete as regards every organ or cell type, is near-ubiquitous (i.e., not confined to the nervous system).	FOETO:PF.MUL-MET-278 | Surcharge lysosomale dans les cellules de Kupffer | multi_organe | 0.6	FOETO:PF.MUL-MET-281 | Surcharge lysosomale des chondrocytes | multi_organe | 0.6	FOETO:PF.MUL-MET-161 | Hépatosplénomégalie par surcharge lysosomale | multi_organe | 0.6	NON
1575	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch28_carbohydrate_metabolism	hypoglossus nucleus	direct	Lysosomally enlarged neurons	Lysosomally enlarged neurons in the hypoglossus nucleus, MPSI, PAS-hematoxylin.	FOETO:PF.MUL-MET-307 | Vacuolisation lysosomale des neurones | multi_organe | 0.6			FOETO:PF.MUL-MET-307
1576	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Storage material in swollen perikarya	In the brain, virtually all neurons display storage material in swollen perikarya				FOETO:PF.MUL-MET-307
1577	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Perikarya finely vacuolated on paraffin-embedded sections	The perikarya are finely vacuolated on paraffin-embedded sections	FOETO:PF.CER-MET-107 | Vacuolisation des neurones (HE, paraffine) | cerveau | 0.68			FOETO:PF.CER-MET-107
1578	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Perikarya strongly PAS-positive on frozen sections	but are strongly PAS-positive on frozen sections				NOUVEAU
1579	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Axons expanded and forming meganeurites	Axons may be expanded and form “meganeurites” similarly to GM2 gangliosidosis	FOETO:PF.CER-MET-076 | Méganeurite | cerveau | 1.0	FOETO:PF.CER-RET-033 | Méganurites (dilatation des prolongements neuronaux) | cerveau | 1.0		FOETO:PF.CER-MET-076
1580	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Storage material detected in glial cells	The storage material is also detected in glial cells				NOUVEAU
1581	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Increased lipofuscin pigment in cases with prolonged survival	In cases with prolonged survival, increased lipofuscin pigment may be present				NOUVEAU
1582	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Brain cytoarchitecture distorted due to extensive loss of neurons and gliosis	The brain cytoarchitecture is usually distorted at the terminal stage due to extensive loss of neurons and gliosis				NOUVEAU
1583	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Hypomyelination with myelin degeneration	Hypomyelination with myelin degeneration may be present in regions which myelinate last	FOETO:PF.CER-MET-055 | Hypomyélinisation | cerveau | 1.0	FOETO:PF.CER-RET-027 | Hypomyélinisation (défaut de formation de la myéline) | cerveau | 1.0	FOETO:PF.CER-MET-029 | Dysmyélinisation | cerveau | 0.5	FOETO:PF.CER-MET-055
1584	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Strong acid phosphatase activity in perikarya of storage neurons and glial cells	Strong acid phosphatase activity is demonstrated in the perikarya of storage neurons and glial cells				NON
1585	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Storage material consisting of packed concentrically arranged lamellar structures	On ultrastructure, the storage material consists of packed concentrically arranged lamellar structures				NOUVEAU
1586	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Abnormal bodies seen in axons and dendrites	These abnormal bodies are also seen in axons and dendrites				NOUVEAU
1587	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Small glial cells containing inclusions of vesicular myelin figures and lamellar structures	Small glial cells, possibly oligodendroglia, contain different types of inclusions consisting of many small vesicular myelin figures and packed, straight or curved lamellar structures	FOETO:PF.CER-MET-063 | Inclusions lamellaires myéliniques lysosomales (hépatocytes/Schwann) | cerveau | 0.68			FOETO:PF.CER-MET-063
1588	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Astrocytic inclusions more pleomorphic	Astrocytic inclusions are more pleomorphic	FOETO:PF.CER-MET-004 | Astrocytes ballonnés à inclusions | cerveau | 0.6	FOETO:PF.CER-MAL-176 | Inclusions intranucléaires astrocytaires | cerveau | 0.6		FOETO:PF.CER-MET-004
1589	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Degeneration of myelin sheaths in white matter	In the white matter, degeneration of myelin sheaths is noted, with or without axonal degeneration	FOETO:PF.CER-MET-032 | Dégénérescence axonale | cerveau | 0.8	FOETO:PF.CER-MET-033 | Dégénérescence axonale dans la substance blanche | cerveau | 0.7	FOETO:PF.CER-MET-096 | Pâleur myélinique de la substance blanche | cerveau | 0.68	NOUVEAU
1590	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	retina	direct	Retinal ganglion cells containing membranous cytoplasmic bodies	Retinal ganglion cells contain membranous cytoplasmic bodies				NOUVEAU
1591	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	cornea	direct	Vacuolation conspicuous in corneal epithelial cells	while vacuolation is conspicuous in corneal epithelial cells	FOETO:PF.MUL-MET-293 | Ulcération épithéliale cornéenne | multi_organe | 0.6			NOUVEAU
1592	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Neuronal storage most pronounced in head of caudate nucleus and anterior putamen	In the adult type, neuronal storage is most pronounced in the head of the caudate nucleus and anterior putamen				NOUVEAU
1593	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	cerebellum	direct	Dendrites of cerebellar Purkinje cells expanded with storage material	The dendrites of cerebellar Purkinje cells are expanded with storage material	FOETO:PF.CER-NOR-006 | Cellules de Purkinje | cerveau | 0.6	FOETO:PF.CER-RET-039 | Perte de cellules de Purkinje cérébelleux | cerveau | 0.6		NOUVEAU
1594	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Severe loss of neurons and gliosis in posterior portion of putamen	Loss of neurons and gliosis is severe in the posterior portion of the putamen				NOUVEAU
1595	FAMILLE Mucopolysaccharidoses	FAM:0002	devneuro	ch29_sphingolipidoses	brain	direct	Pleomorphic electron dense inclusions at ultrastructural level	At the ultrastructural level, in addition to membranous cytoplasmic bodies, pleomorphic electron dense inclusions are found	FOETO:PF.MUL-MET-169 | Inclusions des cellules de Paneth à l'ultrastructure | multi_organe | 0.6	FOETO:PF.CER-MET-022 | Corps cytoplasmiques membraneux pâles | cerveau | 0.52	FOETO:PF.MUL-MET-075 | Corps zébrés (zebra bodies) en microscopie électronique | multi_organe | 0.42	NON
1538	FAMILLE Spranger 11 — shortrib polydactyly dysplasias	SPRFAM:11	spranger	ch11_shortrib_polydactyly_dysplasias	kidney	direct	nephronophthisis with glomerular sclerosis, interstitial fibrosis, and tubular dilatation	Renal histology shows signs of nephronophthisis with glomerular sclerosis, interstitial fibrosis, and tubular dilatation.	FOETO:PF.MUL-MAL-010 | Dilatation des tubes rénaux | multi_organe | 0.7	FOETO:PF.MUL-MET-185 | Kystes rénaux corticaux | multi_organe | 0.5	FOETO:PF.REN-DYS-001 | Dysgenèse tubulaire rénale | rein | 0.47	NOUVEAU
